,pickup_city,pickup_zip_code
11881,Murr,71711
11882,Murrhardt,71540
11883,Müsch,53533
11884,Muschau,4668
11885,Müschen,3096
11886,Müschenbach,57629
11887,Muschwitz,6679
11888,Müsselmow,19412
11889,Müssen,21516
11890,Mustin,19406
11891,Mustin,23911
11892,Musweiler,54534
11893,Mutlangen,73557
11894,Muttenhaus,88373
11895,Mutterschied,55469
11896,Mutterstadt,67112
11897,Mützdorf,14823
11898,Mützel,39307
11899,Mützenich,54608
11900,Mützlitz,14715
11901,Mutzschen,4688
11902,Mutzschwitz,1623
11903,Muxerath,54673
11904,Mylau,8499
11905,Nabburg,92507
11906,Nachrodt-Wiblingwerde,58769
11907,Nachrodt-Wiblingwerde,58769
11908,Nächst Neuendorf,15806
11909,Nachterstedt,6469
11910,Nachtsheim,56729
11911,Nack,55234
11912,Nackel,16845
11913,Nackenheim,55299
11914,Nackterhof,67311
11915,Nadrensee,17329
11916,Nagel,95697
11917,Nägelstedt,99958
11918,Nagold,72202
11919,Nagoldtal,75399
11920,Nahe,23866
11921,Näherhof,73054
11922,Nahmitz,14797
11923,Nahrendorf,21369
11924,Nahrstedt,39599
11925,Nahwinden,99326
11926,Naila,95119
11927,Nakenstorf,23992
11928,Nalbach,66809
11929,Namborn,66640
11930,Nandlstadt,85405
11931,Nannhausen,55469
11932,Nanzdietschweiler,66909
11933,Narsdorf,4657
11934,Naschendorf,23936
11935,Nasingen,54673
11936,Nassau,56377
11937,Nasseböhla,1561
11938,Nassenfels,85128
11939,Nassenheide,16515
11940,Naßkamping,94565
11941,Nastätten,56355
11942,Natendorf,29587
11943,Nattenheim,54636
11944,Nattheim,89564
11945,Nauberg,4668
11946,Naudin,23996
11947,Nauen,14641
11948,Nauendorf,6193
11949,Nauendorf,99448
11950,Naugarten,17291
11951,Nauheim,64569
11952,Naumburg,6618
11953,Naumburg,34311
11954,Naundorf,1877
11955,Naundorf,3226
11956,Naundorf,4617
11957,Naundorf,4769
11958,Naundorf,4936
11959,Naundorf,6918
11960,Naunheim,56753
11961,Naunhof,4683
11962,Nauort,56237
11963,Naurath,54340
11964,Naurath,54426
11965,Nauroth,57583
11966,Nausiß,99631
11967,Nausitz,6571
11968,Nausnitz,7616
11969,Nauwalde,1609
11970,Nazza,99826
11971,Nebel,25946
11972,Nebelin,19348
11973,Nebelschütz,1920
11974,Nebra,6642
11975,Neckarbischofsheim,74924
11976,Neckargemünd,69151
11977,Neckargerach,69437
11978,Neckarsteinach,69239
11979,Neckarsulm,74172
11980,Neckartailfingen,72666
11981,Neckartenzlingen,72654
11982,Neckarwestheim,74382
11983,Neckarzimmern,74865
11984,Neddemin,17039
11985,Nedderhagen,23948
11986,Nedlitz,39264
11987,Nedlitz,39291
11988,Neef,56858
11989,Neehausen,6295
11990,Neenstetten,89189
11991,Neese,19300
11992,Neese Ausbau,19300
11993,Neetze,21398
11994,Neetzka,17349
11995,Neetzow,17391
11996,Negenborn,37643
11997,Negenharrie,24625
11998,Negernbötel,23795
11999,Nehlitz,6193
12000,Nehms,23813
12001,Nehmten,24326
12002,Nehren,56820
12003,Nehren,72147
12004,Neichen,54552
12005,Neidenbach,54657
12006,Neidenberga,7338
12007,Neidenfels,67468
12008,Neidenstein,74933
12009,Neidhardtsthal,8318
12010,Neidhartshausen,36452
12011,Neidhof,54538
12012,Neidlingen,73272
12013,Neindorf,39387
12014,Neinstedt,6502
12015,Neißeaue,2829
12016,Neitersen,57638
12017,Nellingen,89191
12018,Nempitz,6231
12019,Nemsdorf-Göhrendorf,6268
12020,Nenndorf,26556
12021,Nennhausen,14715
12022,Nennslingen,91790
12023,Nentershausen,36214
12024,Nentershausen,56412
12025,Neperstorf,19417
12026,Neppermin,17429
12027,Nepperwitz,4828
12028,Nerchau,4685
12029,Nerdin,17391
12030,Nerdlen,54552
12031,Nerenstetten,89129
12032,Neresheim,73450
12033,Neritz,23843
12034,Nermsdorf,99439
12035,Neroth,54570
12036,Nersingen,89278
12037,Nerzweiler,67749
12038,Neschholz,14806
12039,Neschow,19217
12040,Neschwitz,2699
12041,Nesow,19217
12042,Nessa,6682
12043,Nesselwang,87484
12044,Netphen,57250
12045,Nettelsee,24250
12046,Nettemühle,56753
12047,Nettersheim,53947
12048,Nettetal,41334
12049,Nettgau,38489
12050,Netzbach,65623
12051,Netzeband,16818
12052,Netzen,14797
12053,Netzow,19339
12054,Netzschkau,8491
12055,Neu Babst,23992
12056,Neu Bartelshagen,18442
12057,Neu Bleckede,19273
12058,Neu Bochow,14550
12059,Neu Boltenhagen,17509
12060,Neu Darchau,29490
12061,Neu Degtow,23936
12062,Neu Dessau,14715
12063,Neu Duvenstedt,24794
12064,Neu Duvenstedt-Nord,24791
12065,Neu Fahrland,14476
12066,Neu Fahrland,14476
12067,Neu Falkenrehde,14641
12068,Neu Gaarz,17194
12069,Neu Gaarz,18230
12070,Neu Garge,19273
12071,Neu Glienicke,16818
12072,Neu Göhren,19294
12073,Neu Golm,15526
12074,Neu Gülze,19258
12075,Neu Heinde,17168
12076,Neu Hohenfelde,18209
12077,Neu Hohenvier,19348
12078,Neu Jabel,19303
12079,Neu Käbelich,17348
12080,Neu Kaliß,19294
12081,Neu Karin,18236
12082,Neu Käterhagen,18246
12083,Neu Kemnitz,16928
12084,Neu Königsaue,6449
12085,Neu Kosenow,17398
12086,Neu Krüssow,16928
12087,Neu Lübbenau,15910
12088,Neu Lüblow,19288
12089,Neu Lübtheen,19249
12090,Neu Lutterow,16837
12091,Neu Mahlisch,15306
12092,Neu Necheln,19412
12093,Neu Pastin,19406
12094,Neu Pennewitt,19417
12095,Neu Pinnow,19357
12096,Neu Plötzin,14542
12097,Neu Poorstorf,23992
12098,Neu Poserin,19399
12099,Neu Premslin,19357
12100,Neu Redlin,16928
12101,Neu Rethwisch,18211
12102,Neu Runstedt,38822
12103,Neu Ruthenbeck,19374
12104,Neu Saunstorf,23996
12105,Neu Schlagsdorf,19067
12106,Neu Schloen,17192
12107,Neu Stieten,23966
12108,Neu Thurow,19205
12109,Neu Viecheln,23996
12110,Neu Virneburg,56729
12111,Neu Vitense,19217
12112,Neu Weitendorf,23968
12113,Neu Wendischthun,19273
12114,Neu Woserin,19406
12115,Neu Wulmstorf,21629
12116,Neu Zachun,19230
12117,Neu Zauche,15913
12118,Neu Zittau,15537
12119,Neualbenreuth,95698
12120,Neu-Anspach,61267
12121,Neuasbach,89522
12122,Neu-Bamberg,55546
12123,Neubarnim,15324
12124,Neubau,67808
12125,Neubensdorf,14789
12126,Neuberend,24879
12127,Neuberg,63543
12128,Neubeuern,83115
12129,Neubiberg,85579
12130,Neubodenbach,1683
12131,Neubörger,26909
12132,Neubrandenburg,17033
12133,Neubrandenburg,17034
12134,Neubrandenburg,17036
12135,Neubraunshain,4617
12136,Neubrück,15848
12137,Neubrunn,97277
12138,Neubrunn,98617
12139,Neubukow,18233
12140,Neubulach,75387
12141,Neuburg,76776
12142,Neuburg,86476
12143,Neuburg,86633
12144,Neuburg,94127
12145,Neuburg-Steinhausen,23974
12146,Neuburxdorf,4931
12147,Neuching,85467
12148,Neudeck,4895
12149,Neudenau,74861
12150,Neu-Diesburgerhof,54668
12151,Neudietendorf,99192
12152,Neudorf,6493
12153,Neudorf,16928
12154,Neudorf-Bornstein,24214
12155,Neudörfchen,16348
12156,Neudrossenfeld,95512
12157,Neue Mühle,7338
12158,Neue Mühle,21514
12159,Neuehütte,16230
12160,Neuehütten,14827
12161,Neu-Eichenberg,37249
12162,Neuekrug,29413
12163,Neuenbau,96515
12164,Neuenbeuthen,7338
12165,Neuenbrook,25578
12166,Neuenburg,79395
12167,Neuenbürg,75305
12168,Neuendeich,25436
12169,Neuendettelsau,91564
12170,Neuendorf,15755
12171,Neuendorf,15848
12172,Neuendorf,16515
12173,Neuendorf,16845
12174,Neuendorf,18246
12175,Neuendorf,18317
12176,Neuendorf,25335
12177,Neuendorf,25554
12178,Neuendorf,37339
12179,Neuendorf,38486
12180,Neuendorf,54597
12181,Neuendorf,97788
12182,Neuendorf A,17379
12183,Neuendorf am Damm,39624
12184,Neuendorf am See,15910
12185,Neuendorf B,17391
12186,Neuendorf b Brück,14822
12187,Neuendorf b Niemegk,14823
12188,Neuendorf Heide,18317
12189,Neuendorf im Sande,15518
12190,"Neuendorf, Hiddensee",18565
12191,Neuengönna,7778
12192,Neuengörs,23818
12193,Neuenhagen,15366
12194,Neuenhagen,16259
12195,Neuenhagen,23942
12196,Neuenhaus,49828
12197,Neuenhofe,39345
12198,Neuenkirchen,17039
12199,Neuenkirchen,17392
12200,Neuenkirchen,17498
12201,Neuenkirchen,18569
12202,Neuenkirchen,19246
12203,Neuenkirchen,21640
12204,Neuenkirchen,21763
12205,Neuenkirchen,25792
12206,Neuenkirchen,27251
12207,Neuenkirchen,29643
12208,Neuenkirchen,48485
12209,Neuenkirchen,49586
12210,Neuenkirchen-Vörden,49434
12211,Neuenlübke,18320
12212,Neuenmarkt,95339
12213,Neuenrade,58809
12214,Neuenrode,19230
12215,Neuenrost,18320
12216,Neuensalz,8541
12217,Neuenstadt,74196
12218,Neuenstein,36286
12219,Neuenstein,74632
12220,Neuental,34599
12221,Neuenweg,79691
12222,Neuerburg,54673
12223,Neuerkirch,55471
12224,Neuermark-Lübars,39524
12225,Neuerstadt,6926
12226,Neues Wiesenhaus,8309
12227,Neufahrn,84088
12228,Neufahrn,85375
12229,Neufarn,85646
12230,Neufeld,25724
12231,Neufelderkoog,25724
12232,Neufeldhof,76767
12233,Neuferchau,38486
12234,Neuffen,72639
12235,Neufra,72419
12236,Neufraunhofen,84181
12237,Neugattersleben,6429
12238,Neugernsdorf,7980
12239,Neugersdorf,2727
12240,Neugersdorf,16259
12241,Neuglobsow,16775
12242,Neugrimnitz,16247
12243,Neugüster,21514
12244,Neuhardenberg,15320
12245,Neuharlingersiel,26427
12246,Neuhaus,6528
12247,Neuhaus,19273
12248,Neuhaus,21785
12249,Neuhaus,78733
12250,Neuhaus,91284
12251,Neuhaus,94152
12252,Neuhaus,98724
12253,Neuhäusel,56335
12254,Neuhausen,3058
12255,Neuhausen,9544
12256,Neuhausen,16928
12257,Neuhausen,19348
12258,Neuhausen,73765
12259,Neuhausen,75242
12260,Neuhausen,78579
12261,Neuhaus-Schierschnitz,96524
12262,Neuheilenbach,54597
12263,Neuheim,14913
12264,Neuhemsbach,67680
12265,Neuhof,15838
12266,Neuhof,16928
12267,Neuhof,18209
12268,Neuhof,19246
12269,Neuhof,19357
12270,Neuhof,19417
12271,Neuhof,23669
12272,Neuhof,23992
12273,Neuhof,23996
12274,Neuhof,31195
12275,Neuhof,36119
12276,Neuhof,54422
12277,Neuhof,56759
12278,Neuhof,67316
12279,Neuhof,67705
12280,Neuhof,75031
12281,Neuhof,90616
12282,Neuhof b Zinna,14913
12283,Neuhofen,67141
12284,Neuholland,16515
12285,Neuhütten,54422
12286,Neuhütten,97843
12287,Neu-Isenburg,63263
12288,Neu-Isenburg,63263
12289,Neukalen,17154
12290,Neukamperfehn,26835
12291,Neu-Kentzlin,17111
12292,Neukieritzsch,4575
12293,Neukietz b Wriezen,16259
12294,Neukirch,1904
12295,Neukirch,1936
12296,Neukirch,88099
12297,Neukirchen,8459
12298,Neukirchen,9221
12299,Neukirchen,9629
12300,Neukirchen,18246
12301,Neukirchen,23779
12302,Neukirchen,25927
12303,Neukirchen,34626
12304,Neukirchen,39615
12305,Neukirchen,83364
12306,Neukirchen,92259
12307,Neukirchen,93453
12308,Neukirchen,94154
12309,Neukirchen,94362
12310,Neukirchen-Adorf,9221
12311,Neukirchen-Balbini,92445
12312,Neukirchen-Vluyn,47506
12313,Neukirchen-Vluyn,47506
12314,Neukloster,23992
12315,Neukünkendorf,16278
12316,Neuküstrinchen,16259
12317,Neukyhna,4509
12318,Neulehe,26909
12319,Neuleiningen,67271
12320,Neuleiningen-Tal,67271
12321,Neuler,73491
12322,Neulewin,16259
12323,Neulietzegöricke,16259
12324,Neulingen,39615
12325,Neulingen,75245
12326,Neulögow,16775
12327,Neulöwenberg,16775
12328,Neulußheim,68809
12329,Neumädewitz,16259
12330,Neumagen-Dhron,54347
12331,Neumark,8496
12332,Neumark,99439
12333,Neumarkt,92318
12334,Neumarkt-Sankt Veit,84494
12335,Neu-Maschine,67466
12336,Neumolkenberg,14715
12337,Neumühle,7343
12338,Neumühle,7980
12339,Neumühle,23992
12340,Neumühle,54636
12341,Neumühle,74579
12342,Neumühle,76857
12343,Neumühlen,21379
12344,Neumünster,24534
12345,Neumünster,24536
12346,Neumünster,24537
12347,Neumünster,24539
12348,Neunburg,92431
12349,Neundorf,7356
12350,Neundorf,7570
12351,Neundorf,7924
12352,Neundorf,8527
12353,Neundorf,8527
12354,Neundorf,9488
12355,Neundorf,39418
12356,Neunhäuser,54314
12357,Neunheilingen,99947
12358,Neunkhausen,57520
12359,Neunkirchen,54426
12360,Neunkirchen,56479
12361,Neunkirchen,57290
12362,Neunkirchen,63930
12363,Neunkirchen,66538
12364,Neunkirchen,66539
12365,Neunkirchen,66540
12366,Neunkirchen,66887
12367,Neunkirchen,74867
12368,Neunkirchen,91077
12369,Neunkirchen,91233
12370,Neunkirchen-Seelscheid,53819
12371,Neuötting,84524
12372,Neupetershain,3103
12373,Neuplatendorf,6333
12374,Neupotz,76777
12375,Neuradthal,83739
12376,Neureetz,16259
12377,Neureichenau,94089
12378,Neuried,77743
12379,Neuried,82061
12380,Neurochlitz,16307
12381,Neurüdnitz,16259
12382,Neuruppin,16816
12383,Neusalza-Spremberg,2742
12384,Neusäß,86356
12385,Neuschlade,57539
12386,Neuschollene,14715
12387,Neuschönau,94556
12388,Neuschoo,26487
12389,Neuseegalendorf,23779
12390,Neusiß,99338
12391,Neusitz,91616
12392,Neusorg,95700
12393,Neuss,41460
12394,Neuss,41462
12395,Neuss,41464
12396,Neuss,41466
12397,Neuss,41468
12398,Neuss,41469
12399,Neuss,41470
12400,Neuss,41472
12401,Neustadt,1844
12402,Neustadt,2979
12403,Neustadt,7806
12404,Neustadt,8223
12405,Neustadt,16845
12406,Neustadt,23730
12407,Neustadt,31535
12408,Neustadt,35279
12409,Neustadt,37345
12410,Neustadt,53577
12411,Neustadt,56479
12412,Neustadt,67433
12413,Neustadt,67434
12414,Neustadt,67435
12415,Neustadt,91413
12416,Neustadt,92660
12417,Neustadt,93333
12418,Neustadt,95514
12419,Neustadt,96465
12420,Neustadt,97845
12421,Neustadt,98701
12422,Neustadt,99762
12423,Neustädt,99834
12424,Neustadt-Glewe,19306
12425,Neustetten,72149
12426,Neustrelitz,17235
12427,Neutraubling,93073
12428,Neutrebbin,15320
12429,Neutz-Lettewitz,6198
12430,Neu-Ulm,89231
12431,Neu-Ulm,89233
12432,Neu-Vehlefanz,16766
12433,Neuwartensleben,14715
12434,Neuwegersleben,39387
12435,Neuweiler,75389
12436,Neuwerben,39539
12437,Neuwerder,14728
12438,Neuwied,56564
12439,Neuwied,56566
12440,Neuwied,56567
12441,Neuwittenbek,24214
12442,Neuwoog,67316
12443,Neuwühren,24223
12444,Neuwustrow,16259
12445,Neuzelle,15898
12446,Neu-Ziddorf,17166
12447,Neverin,17039
12448,Nevern,23992
12449,Neversdorf,23816
12450,Newel,54309
12451,Nexdorf,3253
12452,Ney,56283
12453,Nichel,14822
12454,Nickenich,56645
12455,Nickritz,1594
12456,Nickritz,1594
12457,Nidda,63667
12458,Niddatal,61194
12459,Nidderau,61130
12460,Nideggen,52385
12461,Niebede,14641
12462,Niebel,14929
12463,Niebelhorst,14929
12464,Niebendorf,14913
12465,Nieblum,25938
12466,Niebüll,25899
12467,Nieby,24395
12468,Nieden,17309
12469,Niedenstein,34305
12470,Nieder Kostenz,55481
12471,Niederahr,56414
12472,Niederähren,56305
12473,Niederaichbach,84100
12474,Niederalben,66887
12475,Niederalteich,94557
12476,Niederau,1689
12477,Niederaula,36272
12478,Niederbachheim,56357
12479,Niederbergkirchen,84494
12480,Niederböhmersdorf,7950
12481,Niederbösa,99718
12482,Niederbreitbach,56589
12483,Niederbrombach,55767
12484,Niederburg,55432
12485,Niedercrinitz,8107
12486,Niedercunnersdorf,2708
12487,Niederdorf,9366
12488,Niederdorfelden,61138
12489,Niederdorla,99986
12490,Niederdreisbach,57520
12491,Niederdürenbach,56651
12492,Niederelbert,56412
12493,Niedererbach,56412
12494,Niedereschach,78078
12495,Niederfelde,16306
12496,Niederfell,56332
12497,Niederfinow,16248
12498,Niederfischbach,57572
12499,Niederfrohna,9243
12500,Niederfüllbach,96489
12501,Niedergebra,99759
12502,Niedergeckler,54675
12503,Niedergörsdorf,14913
12504,Niedergrunstedt,99428
12505,Niedergrunstedt,99428
12506,Niederhagen,18146
12507,Niederhambach,55767
12508,Niederhausen,55585
12509,Niederhausen,67822
12510,Niederheimbach,55413
12511,Nieder-Hilbersheim,55437
12512,Niederhofen,56316
12513,Niederhorbach,76889
12514,Niederhosenbach,55758
12515,Niederirsen,57589
12516,Niederjesar,15306
12517,Niederkassel,53859
12518,Niederkirchen,67150
12519,Niederkirchen,67700
12520,Niederklütz,23948
12521,Niederkrossen,7407
12522,Niederkrüchten,41372
12523,Niederkumbd,55469
12524,Niederlangen,49779
12525,Niederlauch,54614
12526,Niederlauer,97618
12527,Niederlehme,15751
12528,Niedermohr,66879
12529,Niedermoschel,67822
12530,Niedermurach,92545
12531,Niedernberg,63843
12532,Niederndodeleben,39167
12533,Niederneisen,65629
12534,Niedernhall,74676
12535,Niedernhausen,65527
12536,Niedernissa,99102
12537,Niedernissa,99102
12538,Niedernwöhren,31712
12539,Niederöfflingen,54533
12540,Nieder-Olm,55268
12541,Niederorschel,37355
12542,Niederotterbach,76889
12543,Niederpickenhain,4643
12544,Niederpierscheid,54649
12545,Niederpöllnitz,7570
12546,Niederraden,54675
12547,Niederreißen,99510
12548,Niederrieden,87767
12549,Niederröblingen,6542
12550,Niederroßbach,56479
12551,Niederroßla,99510
12552,Niedersachswerfen,99762
12553,Niedersayn,56244
12554,Niederscheidweiler,54533
12555,Niederschlettenbach,76891
12556,Niederschöna,9600
12557,Niederschönenfeld,86694
12558,Niedersohren,55487
12559,Niederspier,99713
12560,Niederstadtfeld,54570
12561,Niederstaufenbach,66879
12562,Niederstedem,54634
12563,Niedersteinebach,56593
12564,Niederstetten,97996
12565,Niederstotzingen,89168
12566,Niederstriegis,4741
12567,Niedert,56291
12568,Niedertaufkirchen,84494
12569,Niedertiefenbach,56368
12570,Niedertrebra,99518
12571,Niederviehbach,84183
12572,Niederwallmenach,56357
12573,Niederwambach,57614
12574,Niederwartha,1462
12575,Niederwartha,1462
12576,Niederweiler,54636
12577,Niederweiler,55491
12578,Niederweis,54668
12579,Niederwerbig,14822
12580,Niederwerrn,97464
12581,Niederwerth,56179
12582,Niederwiesa,9577
12583,Nieder-Wiesen,55234
12584,Niederwillingen,99326
12585,Niederwinkling,94559
12586,Niederwörresbach,55758
12587,Niederwürschnitz,9399
12588,Niederzier,52382
12589,Niederzimmern,99428
12590,Niederzissen,56651
12591,Niedling,83374
12592,Niefern-Öschelbronn,75223
12593,Niegeroda,1561
12594,Niegripp,39291
12595,Nieheim,33039
12596,Niehl,54646
12597,Nieklitz,19258
12598,Niekrenz,18190
12599,Nielebock,39319
12600,Niemberg,6188
12601,Niemegk,14823
12602,Niemerlang,16909
12603,Niemetal,37127
12604,Niemtsch,1968
12605,Nienborstel,24819
12606,Nienburg,6429
12607,Nienburg,31582
12608,Nienbüttel,25596
12609,Niendorf,15936
12610,Niendorf,19273
12611,Niendorf,19294
12612,Niendorf,23881
12613,Niendorf,23919
12614,Niendorf,23923
12615,Niendorf,23948
12616,Niendorf,23996
12617,Nienhagen,29336
12618,Nienhagen,39397
12619,Nienstädt,31688
12620,Nienstedt,6542
12621,Nienwohld,23863
12622,Niepars,18442
12623,Nierow,14715
12624,Niersbach,54518
12625,Nierstein,55283
12626,Niesgrau,24395
12627,Niesky,2906
12628,Nieste,34329
12629,Niestetal,34266
12630,Nietwerder,16816
12631,Nievern,56132
12632,Niewitz,15910
12633,Niklasreuth,83739
12634,Nikolaushof,67317
12635,Nimritz,7381
12636,Nimshuscheid,54612
12637,Nimsreuland,54614
12638,Nindorf,24594
12639,Nindorf,25704
12640,Nirmsdorf,99510
12641,Nisbill,19417
12642,Nister,57645
12643,Nisterau,56472
12644,Nisterberg,56472
12645,Nister-Möhrendorf,56477
12646,Nistertal,57647
12647,Nittel,54453
12648,Nittenau,93149
12649,Nittendorf,93152
12650,Nitz,56729
12651,Nitzahn,14715
12652,Nitzow,39539
12653,Nöbdenitz,4626
12654,Nobitz,4603
12655,Nochern,56357
12656,Nöda,99195
12657,Noer,24214
12658,Nohen,55767
12659,Nohfelden,66625
12660,Nohn,54578
12661,Nohra,99428
12662,Nohra,99735
12663,Nomborn,56412
12664,Nonnendorf,14913
12665,Nonnenholz,37217
12666,Nonnenholz,37217
12667,Nonnenhorn,88149
12668,Nonnenmiß,75337
12669,Nonnental,67466
12670,Nonnewitz,6727
12671,Nonnweiler,66620
12672,Norath,56291
12673,Norddeich,25764
12674,Norddorf,25946
12675,Norden,26506
12676,Nordendorf,86695
12677,Nordenham,26954
12678,Norderbrarup,24392
12679,Norderfriedrichskoog,25870
12680,Nordergeilwang,24896
12681,Norderheistedt,25779
12682,Nordermeldorf,25704
12683,Norderney,26548
12684,Norderstapel,25868
12685,Norderstedt,22844
12686,Norderstedt,22846
12687,Norderstedt,22848
12688,Norderstedt,22850
12689,Norderstedt,22851
12690,Norderwöhrden,25746
12691,Nordfeld,25776
12692,Nordgermersleben,39343
12693,Nordhackstedt,24980
12694,Nordhalben,96365
12695,Nordhastedt,25785
12696,Nordhausen,99734
12697,Nordheim,74226
12698,Nordheim,97334
12699,Nordheim,97647
12700,Nordheim,98631
12701,Nordhofen,56242
12702,Nordholz,27637
12703,Nordhorn,48527
12704,Nordhorn,48529
12705,Nordhorn,48531
12706,Nordkirchen,59394
12707,Nordleda,21765
12708,Nördlingen,86720
12709,Nordrach,77787
12710,Nordseeinsel Memmert,26571
12711,Nordsehl,31717
12712,Nordstemmen,31171
12713,Nordstrand,25845
12714,Nordstrandischmoor,25845
12715,Nordwalde,48356
12716,Norheim,55585
12717,Norken,57629
12718,Norstedt,25884
12719,Nörten-Hardenberg,37176
12720,Nörtershausen,56283
12721,Northeim,37154
12722,Nortmoor,26845
12723,Nortorf,24589
12724,Nortorf,25554
12725,Nortrup,49638
12726,Nörvenich,52388
12727,Nossen,1683
12728,Nossendorf,17111
12729,Nossentiner Hütte,17214
12730,Noßlitz,1623
12731,Nostorf,19258
12732,Nothweiler,76891
12733,Nottensdorf,21640
12734,Nottfeld,24392
12735,Nottleben,99192
12736,Nottuln,48301
12737,Notzingen,73274
12738,Nübbel,24768
12739,Nübbel,24809
12740,Nübel,24881
12741,Nudersdorf,6896
12742,Nüdlingen,97720
12743,Nudow,14532
12744,Nufringen,71154
12745,Nümbrecht,51588
12746,Nünchritz,1612
12747,Nünschweiler,66989
12748,Nunsdorf,15806
12749,Nürburg,53520
12750,Nürnberg,90402
12751,Nürnberg,90403
12752,Nürnberg,90408
12753,Nürnberg,90409
12754,Nürnberg,90411
12755,Nürnberg,90419
12756,Nürnberg,90425
12757,Nürnberg,90427
12758,Nürnberg,90429
12759,Nürnberg,90431
12760,Nürnberg,90439
12761,Nürnberg,90441
12762,Nürnberg,90443
12763,Nürnberg,90449
12764,Nürnberg,90451
12765,Nürnberg,90453
12766,Nürnberg,90455
12767,Nürnberg,90459
12768,Nürnberg,90461
12769,Nürnberg,90469
12770,Nürnberg,90471
12771,Nürnberg,90473
12772,Nürnberg,90475
12773,Nürnberg,90478
12774,Nürnberg,90480
12775,Nürnberg,90482
12776,Nürnberg,90489
12777,Nürnberg,90491
12778,Nürtingen,72622
12779,Nusbaum,54675
12780,Nusplingen,72362
12781,Nußbach,67759
12782,Nußbaum,55569
12783,Nußdorf,83131
12784,Nußdorf,83365
12785,Nusse,23896
12786,Nußloch,69226
12787,Nustrow,18195
12788,Nüsttal,36167
12789,Nutha,39264
12790,Nuthe-Urstromtal,14947
12791,Nutteln,19412
12792,Nutteln,25594
12793,Nützen,24568
12794,Ober Kostenz,55481
12795,Oberachthal,83364
12796,Oberahr,56414
12797,Oberalben,66871
12798,Oberammergau,82487
12799,Oberarnbach,66851
12800,Oberasbach,90522
12801,Oberau,82496
12802,Oberau,83379
12803,Oberaudorf,83080
12804,Oberaula,36280
12805,Oberaurach,97514
12806,Oberbachheim,56355
12807,Oberbergkirchen,84564
12808,Oberbettingen,54578
12809,Oberbiberg,82041
12810,Oberbillig,54331
12811,Oberbodnitz,7646
12812,Oberboihingen,72644
12813,Oberbösa,99718
12814,Oberbrombach,55767
12815,Obercarsdorf,1762
12816,Obercunnersdorf,2708
12817,Oberdachstetten,91617
12818,Oberderdingen,75038
12819,Oberdiebach,55413
12820,Oberdill,82064
12821,Oberding,85445
12822,Oberdischingen,89610
12823,Oberdoblmühle,83329
12824,Oberdolling,85129
12825,Oberdorla,99986
12826,Oberdreis,57639
12827,Oberdürenbach,56651
12828,Obere Kleinmichelesmühle,71111
12829,Obere Ölmühle,71720
12830,Obere Rauhmühle,71111
12831,Obere Roggenmühle,73312
12832,Oberehe-Stroheich,54578
12833,Obereinöd,83546
12834,Oberelbert,56412
12835,Oberellen,99819
12836,Oberelsbach,97656
12837,Oberelz,56767
12838,Oberer Etzberg,73113
12839,Oberer Eutinger Talhof,72160
12840,Oberer Lindenhof,72813
12841,Obererbach,56414
12842,Obererbach,57612
12843,Oberfell,56332
12844,Oberfischbach,56370
12845,Ober-Flörsheim,55234
12846,Oberführbuch,89165
12847,Obergebra,99759
12848,Obergeckler,54675
12849,Obergriesbach,86573
12850,Obergröningen,73569
12851,Obergünzburg,87634
12852,Obergurig,2692
12853,Oberhaching,82041
12854,Oberhaid,56237
12855,Oberhaid,96173
12856,Oberhain,7426
12857,Oberhalling,83329
12858,Oberhambach,55765
12859,Oberharmersbach,77784
12860,Oberhäslich,1744
12861,Oberhaus,83371
12862,Oberhausen,46045
12863,Oberhausen,46047
12864,Oberhausen,46049
12865,Oberhausen,46117
12866,Oberhausen,46119
12867,Oberhausen,46145
12868,Oberhausen,46147
12869,Oberhausen,46149
12870,Oberhausen,55585
12871,Oberhausen,55606
12872,Oberhausen,67822
12873,Oberhausen,76887
12874,Oberhausen,82386
12875,Oberhausen,86697
12876,Oberhausen-Rheinhausen,68794
12877,Oberheimbach,55413
12878,Oberheldrungen,6577
12879,Oberhermsdorf,1737
12880,Ober-Hilbersheim,55437
12881,Oberhof,23948
12882,Oberhof,72160
12883,Oberhof,83700
12884,Oberhof,98559
12885,Oberhöhenwald,83364
12886,Oberholzhäuseln,85395
12887,Oberhonnefeld-Gierend,56587
12888,Oberhosenbach,55758
12889,Oberickelsheim,97258
12890,Oberirsen,57635
12891,Oberjünne,14778
12892,Oberkail,54533
12893,Oberkatz,98634
12894,Oberkirch,77704
12895,Oberkirn,55624
12896,Oberklütz,23948
12897,Oberkochen,73447
12898,Oberkotzau,95145
12899,Oberkretzach,83739
12900,Oberkutterau,79837
12901,Oberlahr,57641
12902,Oberlangen,49779
12903,Oberlascheid,54608
12904,Oberlauch,54614
12905,Oberlauterbach,8239
12906,Oberleichtersbach,97789
12907,Oberlemnitz,7356
12908,Oberlichtenau,1936
12909,Oberlindberg,94374
12910,Oberloquitz,7330
12911,Oberlungwitz,9353
12912,Obermaiselstein,87538
12913,Obermarchtal,89611
12914,Obermaßfeld-Grimmenthal,98617
12915,Obermehler,99996
12916,Obermeitingen,86836
12917,Obermichelbach,90587
12918,Obermittweilerhof,67806
12919,Obermoosen,83329
12920,Ober-Mörlen,61239
12921,Obermoschel,67823
12922,Obernach,82432
