Ort;Zusatz;Plz;Vorwahl;Bundesland
Melsbach;;56581;2634;Rheinland-Pfalz
Melsdorf;;24109;4340;Schlewig-Holstein
Melsungen;;34212;5661;Hessen
Meltewitz;;4808;34262;Sachsen
Melusinental;;21493;4151;Schlewig-Holstein
Melz;;17209;39923;Mecklenburg-Vorpommern
Memleben;;6642;361;Sachsen-Anhalt
Memmelsdorf;;96117;951;Bayern
Memmingen;;87700;8331;Bayern
Memmingerberg;;87766;8331;Bayern
Menden;(Sauerland);58706;2373;Nordrhein-Westfalen
Menden;(Sauerland);58708;2373;Nordrhein-Westfalen
Menden;(Sauerland);58710;2373;Nordrhein-Westfalen
Mendhausen;;98631;36948;Thüringen
Mendig;;56743;2652;Rheinland-Pfalz
Mengelrode;;37308;3606;Thüringen
Mengen;, Württ;88512;7572;Baden-Württemberg
Mengerschied;;55490;6765;Rheinland-Pfalz
Mengersgereuth-Hämmern;;96529;3675;Thüringen
Mengerskirchen;;35794;6476;Hessen
Mengkofen;;84152;8733;Bayern
Menglers;;36219;5650;Hessen
Menkin;;17326;39742;Brandenburg
Menningen;a d Sauer;54310;6525;Rheinland-Pfalz
Menslage;;49637;5437;Niedersachsen
Menteroda;;99996;36029;Thüringen
Mentin;;19376;38729;Mecklenburg-Vorpommern
Menz;b Gransee;16775;33082;Brandenburg
Menz;b Magdeburg;39175;39292;Sachsen-Anhalt
Menzendorf;b Schönberg, Meckl;23923;38828;Mecklenburg-Vorpommern
Meppen;;49716;5931;Niedersachsen
Merbelsrod;;98673;36878;Thüringen
Merching;;86504;8233;Bayern
Merchweiler;;66589;6825;Saarland
Merdingen;;79291;7668;Baden-Württemberg
Merenberg;;35799;6471;Hessen
Mering;, Schwab;86415;8233;Bayern
Merkelbach;, Westerw;57629;2662;Rheinland-Pfalz
Merkendorf;, Thür;7950;36626;Thüringen
Merkendorf;, Mittelfr;91732;9826;Bayern
Merkers;;36460;36969;Thüringen
Merkeshausen;;54636;;Rheinland-Pfalz
Merklingen;, Alb;89188;7337;Baden-Württemberg
Merlscheid;;54597;6556;Rheinland-Pfalz
Mermuth;;56283;6745;Rheinland-Pfalz
Merschbach;;54426;6504;Rheinland-Pfalz
Merseburg;;6217;3461;Sachsen-Anhalt
Mertendorf;b Naumburg, Saale;6618;3445;Sachsen-Anhalt
Mertendorf;b Eisenberg, Thür;7619;36694;Thüringen
Mertesdorf;;54318;651;Rheinland-Pfalz
Mertesheim;;67271;6359;Rheinland-Pfalz
Mertingen;;86690;9006;Bayern
Mertloch;;56753;2654;Rheinland-Pfalz
Merxheim;, Nahe;55627;6754;Rheinland-Pfalz
Merxleben;;99947;3603;Thüringen
Merz;;15848;3366;Brandenburg
Merzalben;;66978;6395;Rheinland-Pfalz
Merzdorf;b Elsterwerda;4932;3533;Brandenburg
Merzdorf;b Jüterbog;14913;33745;Brandenburg
Merzen;;49586;5466;Niedersachsen
Merzenich;, Kr Düren;52399;2421;Nordrhein-Westfalen
Merzhausen;, Breisgau;79249;761;Baden-Württemberg
Merzien;;6369;3496;Sachsen-Anhalt
Merzig;;66663;6861;Saarland
Merzkirchen;;54439;6581;Rheinland-Pfalz
Merzweiler;;67746;6788;Rheinland-Pfalz
Meschede;;59872;291;Nordrhein-Westfalen
Meschendorf;;18230;38296;Mecklenburg-Vorpommern
Meschendorf Zeltplatz;;18230;38296;Mecklenburg-Vorpommern
Mescherin;;16307;33332;Brandenburg
Meseberg;b Gransee;16775;3306;Brandenburg
Meseberg;b Wolmirstedt;39326;39202;Sachsen-Anhalt
Meseberg;, Altmark;39606;3937;Sachsen-Anhalt
Mesekenhagen;;17498;38351;Mecklenburg-Vorpommern
Mesekow;;19357;38797;Brandenburg
Mesendorf;;16928;3395;Brandenburg
Mesenich;b Cochem;56820;2673;Rheinland-Pfalz
Mespelbrunn;;63875;6092;Bayern
Meßdorf;;39624;39083;Sachsen-Anhalt
Meßdunk;;14778;33835;Brandenburg
Messel;;64409;6159;Hessen
Messel;;64409;6159;Hessen
Messenkamp;;31867;5043;Niedersachsen
Messerich;;54636;6568;Rheinland-Pfalz
Messersbacherhof;;67724;6363;Rheinland-Pfalz
Messingen;;49832;5906;Niedersachsen
Meßkirch;;88605;7575;Baden-Württemberg
Meßstetten;;72469;7436;Baden-Württemberg
Mestlin;;19374;38727;Mecklenburg-Vorpommern
Metebach;;99880;36254;Thüringen
Metelen;;48629;2556;Nordrhein-Westfalen
Metelsdorf;;23972;3841;Mecklenburg-Vorpommern
Metschow;;17111;39994;Mecklenburg-Vorpommern
Metten;, Donau;94526;991;Bayern
Mettendorf;, Eifel;54675;6522;Rheinland-Pfalz
Mettenheim;, Rheinhess;67582;6242;Rheinland-Pfalz
Mettenheim;, Kr Mühldorf a Inn;84562;8631;Bayern
Metterich;;54634;6565;Rheinland-Pfalz
Mettingen;, Westf;49497;5452;Nordrhein-Westfalen
Mettlach;;66693;6864;Saarland
Mettmann;;40822;2104;Nordrhein-Westfalen
Mettweiler;;55777;6783;Rheinland-Pfalz
Metzels;;98639;3693;Thüringen
Metzenhausen;;55481;6763;Rheinland-Pfalz
Metzingen;, Württ;72555;7123;Baden-Württemberg
Meudt;;56414;6435;Rheinland-Pfalz
Meura;;98744;36701;Thüringen
Meuro;, NL;1994;35754;Brandenburg
Meuro;b Lutherstadt Wittenberg;6905;34925;Sachsen-Anhalt
Meuschau;;6217;3461;Sachsen-Anhalt
Meusebach;;7646;36428;Thüringen
Meusegast;;1809;35027;Sachsen
Meuselbach-Schwarzmühle;;98746;36705;Thüringen
Meuselwitz;, Thür;4610;3448;Thüringen
Meuselwitz;b Grimma;4680;3448;Sachsen
Meuspath;;53520;2691;Rheinland-Pfalz
Mewegen;b Pasewalk;17322;39744;Mecklenburg-Vorpommern
Meyenburg;, Prignitz;16945;33968;Brandenburg
Meyn;;24980;4639;Schlewig-Holstein
Michaelsdorf;b Barth;18356;38231;Mecklenburg-Vorpommern
Michelau;, Oberfr;96247;9571;Bayern
Michelau;i. Steigerwald;97513;9382;Bayern
Michelbach;, Hunsrück;56288;6761;Rheinland-Pfalz
Michelbach;(Westerwald);57610;2681;Rheinland-Pfalz
Michelbach an der Bilz;;74544;791;Baden-Württemberg
Michelbacher Mühle;;35094;;Hessen
Michelbacher Mühle;;35094;;Hessen
Michelfeld;, Kr Schwäbisch Hall;74545;791;Baden-Württemberg
Michelhölzle;;78554;;Baden-Württemberg
Micheln;;6386;3496;Sachsen-Anhalt
Michelsdorf;b Lehnin;14797;3382;Brandenburg
Michelsneukirchen;;93185;9467;Bayern
Michelstadt;;64720;6061;Hessen
Michendorf;;14552;33205;Brandenburg
Mickhausen;;86866;8204;Bayern
Middelhagen;, Rügen;18586;38308;Mecklenburg-Vorpommern
Midlum;, Föhr;25938;4681;Schlewig-Holstein
Midlum;b Bremerhaven;27632;4741;Niedersachsen
Miehlen;, Taunus;56357;6772;Rheinland-Pfalz
Miekenhagen;;18239;38295;Mecklenburg-Vorpommern
Mielberg;, Gem Jagel;24848;4624;Schlewig-Holstein
Miele;;29303;5054;Niedersachsen
Mielkendorf;;24247;4347;Schlewig-Holstein
Miellen;;56132;2603;Rheinland-Pfalz
Miersdorfer Werder;;15751;3375;Brandenburg
Miesbach;;83714;8025;Bayern
Miesitz;;7819;36482;Thüringen
Mieste;;39649;39082;Sachsen-Anhalt
Miesterhorst;;39649;39006;Sachsen-Anhalt
Mieswarz;;36404;36967;Thüringen
Mietingen;;88487;751;Baden-Württemberg
Mihla;;99826;36924;Thüringen
Milbitz b Rottenbach;;7422;36739;Thüringen
Milbitz b Teichel;;7407;36743;Thüringen
Milda;;7751;36422;Thüringen
Mildenau;;9456;3733;Sachsen
Mildenberg;b Gransee;16775;3307;Brandenburg
Mildenitz;;17348;3963;Mecklenburg-Vorpommern
Mildstedt;;25866;4861;Schlewig-Holstein
Mildterhof;;25840;4881;Schlewig-Holstein
Millienhagen;;18461;38322;Mecklenburg-Vorpommern
Milmersdorf;;17268;39886;Brandenburg
Milow;b Rathenow;14715;3386;Brandenburg
Milow;b Ludwigslust;19300;38781;Mecklenburg-Vorpommern
Miltach;;93468;9944;Bayern
Miltenberg;;63897;9371;Bayern
Miltern;;39590;39322;Sachsen-Anhalt
Miltzow;;18519;38328;Mecklenburg-Vorpommern
Milz;;98631;36948;Thüringen
Milzau;;6246;34635;Sachsen-Anhalt
Mimbach;b Boos, Eifel;56729;2656;Rheinland-Pfalz
Mindelheim;;87719;8261;Bayern
Mindelstetten;;93349;8404;Bayern
Minden;, Westf;32423;571;Nordrhein-Westfalen
Minden;, Westf;32425;571;Nordrhein-Westfalen
Minden;, Westf;32427;571;Nordrhein-Westfalen
Minden;, Westf;32429;571;Nordrhein-Westfalen
Minden;, Sauer;54310;6525;Rheinland-Pfalz
Minderleinsmühle;;91077;9126;Bayern
Minderlittgen;;54518;6571;Rheinland-Pfalz
Minfeld;;76872;7275;Rheinland-Pfalz
Minheim;, Mosel;54518;6507;Rheinland-Pfalz
Minkwitz;b Zeitz, Elster;6729;34424;Sachsen-Anhalt
Mintraching;, Kr Regensburg;93098;9406;Bayern
Minzow;;17209;39922;Mecklenburg-Vorpommern
Mirow;, Meckl;17252;39833;Mecklenburg-Vorpommern
Misselberg;;56377;2604;Rheinland-Pfalz
Misselwarden;;27632;4742;Niedersachsen
Missen;, NL;3205;35436;Brandenburg
Missen-Wilhams;;87547;8320;Bayern
Mistelbach;, Oberfr;95511;9201;Bayern
Mistelgau;;95490;9279;Bayern
Mistorf;;18276;38453;Mecklenburg-Vorpommern
Mittelbach;b Chemnitz, Sachs;9224;371;Sachsen
Mittelbach;b Chemnitz, Sachs;9224;371;Sachsen
Mittelbiberach;;88441;7357;Baden-Württemberg
Mittelbrunn;;66851;6371;Rheinland-Pfalz
Mitteleschenbach;;91734;9871;Bayern
Mittelfischbach;, Rhein-Lahn-Kr;56370;6486;Rheinland-Pfalz
Mittelfischbach;, Gem Großerlach;71560;7193;Baden-Württemberg
Mittelhausen;b Sangerhausen;6542;34652;Sachsen-Anhalt
Mittelhausen;, Thür;99195;361;Thüringen
Mittelhausen;, Thür;99195;361;Thüringen
Mittelherwigsdorf;;2763;3583;Sachsen
Mittelhof;, Sieg;57537;2742;Rheinland-Pfalz
Mittelmühle;, Württ;74597;7957;Baden-Württemberg
Mittelndorf;;1855;35022;Sachsen
Mittelneufnach;;86868;8262;Bayern
Mittelnkirchen;;21720;4142;Niedersachsen
Mittelpöllnitz;;7819;36482;Thüringen
Mittelreidenbach;;55758;6784;Rheinland-Pfalz
Mittelschieda;, Gem Schwarzenbach a.d.Saale;95158;9284;Bayern
Mittelschmalkalden;;98590;3683;Thüringen
Mittelsinn;;97785;9356;Bayern
Mittelsömmern;;99955;36041;Thüringen
Mittelstenahe;;21770;4773;Niedersachsen
Mittelstetten;, Kr Fürstenfeldbruck;82293;8202;Bayern
Mittelstille;;98574;3683;Thüringen
Mittelstrimmig;;56858;6545;Rheinland-Pfalz
Mittenaar;;35756;2772;Hessen
Mittenwald;;82481;8823;Bayern
Mittenwalde;, Mark;15749;33764;Brandenburg
Mittenwalde;b Templin;17268;39887;Brandenburg
Mitterfels;;94360;9961;Bayern
Mittergars;;83559;8073;Bayern
Mitterleiten;;83364;8057;Bayern
Mitterskirchen;;84335;8725;Bayern
Mitterstatt;;83364;8662;Bayern
Mitterteich;;95666;9633;Bayern
Mittweida;;9648;3727;Sachsen
Mittweide;;15848;33674;Brandenburg
Mitwitz;;96268;9266;Bayern
Mixdorf;;15299;33655;Brandenburg
Mlode;;3205;3541;Brandenburg
Möbiskruge;;15890;33652;Brandenburg
Mochau;b Döbeln;4720;3431;Sachsen
Mochau;b Lutherstadt Wittenberg;6888;3491;Sachsen-Anhalt
Mochow;;15913;35478;Brandenburg
Möckern;b Stadtroda;7646;36428;Thüringen
Möckern;b Burg b Magdeburg;39291;39221;Sachsen-Anhalt
Möckers;;98590;3683;Thüringen
Möckmühl;;74219;6298;Baden-Württemberg
Mockrehna;;4838;34244;Sachsen
Modautal;;64397;6167;Hessen
Modenbacherhof;;76829;6323;Rheinland-Pfalz
Mödingen;;89426;9076;Bayern
Moers;;47441;2841;Nordrhein-Westfalen
Moers;;47443;2841;Nordrhein-Westfalen
Moers;;47445;2841;Nordrhein-Westfalen
Moers;;47447;2841;Nordrhein-Westfalen
Mögelin;;14715;3386;Brandenburg
Mogendorf;;56424;2623;Rheinland-Pfalz
Mögglingen;;73563;7174;Baden-Württemberg
Möglenz;;4931;35341;Brandenburg
Möglingen;, Kr Ludwigsburg, Württ;71696;7141;Baden-Württemberg
Möhlau;;6791;34953;Sachsen-Anhalt
Mohlsdorf;;7987;3661;Thüringen
Möhnesee;;59519;2924;Nordrhein-Westfalen
Möhnsen;;21493;4159;Schlewig-Holstein
Mohorn;;1723;35209;Sachsen
Möhrenbach;;98708;36783;Thüringen
Möhrendorf;;91096;9131;Bayern
Mohrenmühle;b Burgen, Mosel;56332;;Rheinland-Pfalz
Mohrkirch;;24405;4646;Schlewig-Holstein
Moidentin;;23966;3841;Mecklenburg-Vorpommern
Moisall;;18246;38464;Mecklenburg-Vorpommern
Moisburg;;21647;451;Niedersachsen
Molau;;6618;365;Sachsen-Anhalt
Molbergen;;49696;4475;Niedersachsen
Mölbis;;4579;34347;Sachsen
Molchow;;16827;3391;Brandenburg
Molfsee;;24113;4347;Schlewig-Holstein
Molkenberg;b Rathenow;14715;39389;Sachsen-Anhalt
Möllenbeck;b Neustrelitz;17237;39826;Mecklenburg-Vorpommern
Möllenbeck;b Ludwigslust;19300;38752;Mecklenburg-Vorpommern
Möllendorf;b Hettstedt, Sachs-Anh;6343;34782;Sachsen-Anhalt
Möllendorf;b Stendal;39579;39388;Sachsen-Anhalt
Möllenhagen;;17219;39928;Mecklenburg-Vorpommern
Möllensdorf;;6869;34903;Sachsen-Anhalt
Möllensee;;15345;33434;Brandenburg
Mollenstorf;;17217;3962;Mecklenburg-Vorpommern
Möllern;;6628;34463;Sachsen-Anhalt
Mölln;b Altentreptow;17091;39602;Mecklenburg-Vorpommern
Mölln;, Kr Hzgt Lauenb;23879;4542;Schlewig-Holstein
Mollnitz;;19348;38782;Brandenburg
Molmerswende;;6543;34779;Sachsen-Anhalt
Molsberg;, Westerw;56414;6435;Rheinland-Pfalz
Molschleben;;99869;36258;Thüringen
Mölschow;;17449;38377;Mecklenburg-Vorpommern
Molsdorf;;99192;361;Thüringen
Molsdorf;;99192;361;Thüringen
Mölsheim;;67591;6243;Rheinland-Pfalz
Moltenow;b Bützow;18246;38464;Mecklenburg-Vorpommern
Moltenow;b Schwerin, Meckl;19069;3867;Mecklenburg-Vorpommern
Moltkestein;;24797;4331;Schlewig-Holstein
Moltow;;23996;38423;Mecklenburg-Vorpommern
Moltzow;;17194;39953;Mecklenburg-Vorpommern
Molzhain;;57520;2747;Rheinland-Pfalz
Mömbris;;63776;6029;Bayern
Mömlingen;;63853;6022;Bayern
Mommenheim;, Rheinhess;55278;6138;Rheinland-Pfalz
Mönchberg;, Spessart;63933;9374;Bayern
Mönchengladbach;;41061;2161;Nordrhein-Westfalen
Mönchengladbach;;41063;2161;Nordrhein-Westfalen
Mönchengladbach;;41065;2161;Nordrhein-Westfalen
Mönchengladbach;;41066;2161;Nordrhein-Westfalen
Mönchengladbach;;41068;2161;Nordrhein-Westfalen
Mönchengladbach;;41069;2161;Nordrhein-Westfalen
Mönchengladbach;;41169;2161;Nordrhein-Westfalen
Mönchengladbach;;41179;2161;Nordrhein-Westfalen
Mönchengladbach;;41189;2161;Nordrhein-Westfalen
Mönchengladbach;;41199;2161;Nordrhein-Westfalen
Mönchengladbach;;41236;2161;Nordrhein-Westfalen
Mönchengladbach;;41238;2161;Nordrhein-Westfalen
Mönchengladbach;;41239;2161;Nordrhein-Westfalen
Mönchenhöfe;;6926;35389;Sachsen-Anhalt
Mönchenholzhausen;;99198;36203;Thüringen
Mönchhagen;;18182;38202;Mecklenburg-Vorpommern
Mönchpfiffel-Nikolausrieth;;6556;345;Thüringen
Mönchsdeggingen;;86751;9088;Bayern
Mönchshof;b Bad Mergentheim;97980;;Baden-Württemberg
Mönchsroth;;91614;9853;Bayern
Mönchweiler;;78087;7721;Baden-Württemberg
Mönchwinkel;;15528;33632;Brandenburg
Monheim;am Rhein;40789;2173;Nordrhein-Westfalen
Monheim;, Schwab;86653;9091;Bayern
Mönkeberg;;24248;431;Schlewig-Holstein
Mönkebude;;17375;39774;Mecklenburg-Vorpommern
Mönkhagen;;23619;4506;Schlewig-Holstein
Mönkloh;;24576;4192;Schlewig-Holstein
Monreal;, Eifel;56729;2651;Rheinland-Pfalz
Monschau;;52156;2472;Nordrhein-Westfalen
Monsheim;, Rheinhess;67590;6243;Rheinland-Pfalz
Mönsheim;;71297;7044;Baden-Württemberg
Monstab;;4617;34498;Thüringen
Montabaur;;56410;2602;Rheinland-Pfalz
Möntenich;;56754;2672;Rheinland-Pfalz
Montforterhof;;67826;6755;Rheinland-Pfalz
Monzelfeld;;54472;6531;Rheinland-Pfalz
Monzernheim;;55234;6244;Rheinland-Pfalz
Monzingen;;55569;6751;Rheinland-Pfalz
Moor;b Grevesmühlen;23948;38824;Mecklenburg-Vorpommern
Moordiek;b Westermoor, Holst;25597;4822;Schlewig-Holstein
Moordorf;b Westermoor;25597;4828;Schlewig-Holstein
Moorenweis;;82272;8146;Bayern
Moorgrund;;36433;3695;Thüringen
Moorhusen;b Wilster;25554;4823;Schlewig-Holstein
Moormerland;;26802;4954;Niedersachsen
Moorrege;b Uetersen;25436;4122;Schlewig-Holstein
Moorweg;;26427;4977;Niedersachsen
Moos;, Bodensee;78345;7732;Baden-Württemberg
Moos;, Oberbay;82390;;Bayern
Moos;b Irschenberg;83739;;Bayern
Moos;, Niederbay;94554;9938;Bayern
Moosach;b Grafing b München;85665;8091;Bayern
Moosbach;b Vohenstrauß;92709;9656;Bayern
Moosburg;a d Isar;85368;8761;Bayern
Moosburg;b Bad Buchau;88422;7582;Baden-Württemberg
Moosen;b Frauenneuharting;83565;8092;Bayern
Mooshäusl;b Weibhausen;83379;8681;Bayern
Moosinning;;85452;8123;Bayern
Moosmühle;, Oberbay;85376;8165;Bayern
Moospoint;b Weibhausen;83379;8681;Bayern
Moosthenning;;84164;8731;Bayern
Moosweber;;83739;8025;Bayern
Mooswiese;, Ostalb;73565;7176;Baden-Württemberg
Moraas;;19230;3883;Mecklenburg-Vorpommern
Morbach;, Hunsrück;54497;6533;Rheinland-Pfalz
Mörbach;;99735;36334;Thüringen
Mörel;b Hohenwestedt;24594;4871;Schlewig-Holstein
Morest;;23743;4366;Schlewig-Holstein
Mörfelden-Walldorf;;64546;6105;Hessen
Morgenitz;;17406;38372;Mecklenburg-Vorpommern
Morgenröthe-Rautenkranz;;8262;37465;Sachsen
Moringen;;37186;5554;Niedersachsen
Möringen;;39599;39329;Sachsen-Anhalt
Moritz;b Zerbst;39264;39247;Sachsen-Anhalt
Moritzburg;b Dresden;1468;35207;Sachsen
Moritzheim;;56865;6545;Rheinland-Pfalz
Morl;;6193;34606;Sachsen-Anhalt
Mörlen;;57583;2661;Rheinland-Pfalz
Mörlenbach;;69509;6209;Hessen
Mörnsheim;;91804;9145;Bayern
Morsbach;, Sieg;51597;2294;Nordrhein-Westfalen
Mörsbach;, Westerw;57629;2688;Rheinland-Pfalz
Mörschbach;;55494;6764;Rheinland-Pfalz
Morscheid;, Ruwer;54317;6500;Rheinland-Pfalz
Morschen;;34326;5664;Hessen
Morschheim;;67294;6352;Rheinland-Pfalz
Mörschied;;55758;6785;Rheinland-Pfalz
Mörsdorf;b Stadtroda;7646;36428;Thüringen
Mörsdorf;, Hunsrück;56290;6762;Rheinland-Pfalz
Mörsfeld;;67808;6358;Rheinland-Pfalz
Morshausen;;56283;2605;Rheinland-Pfalz
Morsleben;;39343;39050;Sachsen-Anhalt
Mörstadt;;67591;6247;Rheinland-Pfalz
Morsum;, Kr Verden, Aller;27321;4204;Niedersachsen
Mörtitz;;4838;3423;Sachsen
Morungen;;6528;3464;Sachsen-Anhalt
Morxdorf;;6918;35387;Sachsen-Anhalt
Mörz;b Belzig;14806;33843;Brandenburg
Mosbach;, Baden;74821;6261;Baden-Württemberg
Mosbruch;;56767;2692;Rheinland-Pfalz
Moschheim;;56424;2602;Rheinland-Pfalz
Möschwitz;;8543;37439;Sachsen
Mose;;39326;39201;Sachsen-Anhalt
Moselkern;;56254;2672;Rheinland-Pfalz
Möser;;39291;39222;Sachsen-Anhalt
Mossautal;;64756;6062;Hessen
Moßbach;;7907;36648;Thüringen
Mössingen;;72116;7473;Baden-Württemberg
Mösthinsdorf;;6193;34600;Sachsen-Anhalt
Möthlitz;;14715;33877;Brandenburg
Möthlow;;14715;33876;Brandenburg
Motrich;;19322;38794;Brandenburg
Motten;;97786;9748;Bayern
Motterwitz;;4668;34386;Sachsen
Möttingen;;86753;9083;Bayern
Motzen;b Mittenwalde, Mark;15741;33769;Brandenburg
Mötzing;;93099;9480;Bayern
Mötzingen;;71159;7452;Baden-Württemberg
Motzlar;;36419;36967;Thüringen
Mötzow;;14778;33836;Brandenburg
Moxa;;7381;36483;Thüringen
Mözen;;23795;4551;Schlewig-Holstein
Much;;53804;2245;Nordrhein-Westfalen
Mucheln;;24238;4383;Schlewig-Holstein
Mücheln;(Geiseltal);6249;34636;Sachsen-Anhalt
Muchelndorf;, Gem Neuenbrook;25361;4824;Schlewig-Holstein
Muchow;;19300;38752;Mecklenburg-Vorpommern
Mücka;;2906;35893;Sachsen
Mücke;;35325;6400;Hessen
Mückeln;;54558;6574;Rheinland-Pfalz
Mückendorf;;15837;33704;Brandenburg
Mückenfang;;23974;;Mecklenburg-Vorpommern
Mückenhof;;67685;6374;Rheinland-Pfalz
Mückenmühle;;67685;6374;Rheinland-Pfalz
Muckwar;;3229;35434;Brandenburg
Mudau;;69427;6284;Baden-Württemberg
Müden;(Aller);38539;5375;Niedersachsen
Müden;(Mosel);56254;2672;Rheinland-Pfalz
Mudenbach;;57614;2688;Rheinland-Pfalz
Mudersbach;, Sieg;57555;2745;Rheinland-Pfalz
Mudershausen;;65623;6430;Rheinland-Pfalz
Mügeln;b Oschatz;4769;34362;Sachsen
Mügeln;b Jessen, Elster;6928;35384;Sachsen-Anhalt
Müggendorf;b Wittenberge, Prignitz;19322;38794;Brandenburg
Muggensturm;;76461;7222;Baden-Württemberg
Muggerkuhl;;19348;38785;Brandenburg
Müglitz;;1778;35054;Sachsen
Müglitztal;;1809;35027;Sachsen
Mühbrook;;24582;4322;Schlewig-Holstein
Mühl Rosin;;18276;3843;Mecklenburg-Vorpommern
Mühlacker;;75417;7041;Baden-Württemberg
Mühlanger;;6888;34922;Sachsen-Anhalt
Mühlau;b Chemnitz, Sachs;9241;3722;Sachsen
Mühlbeck;;6774;3493;Sachsen-Anhalt
Mühlberg;, Elbe;4931;35342;Brandenburg
Mühlberg;b Gotha, Thür;99869;36256;Thüringen
Mühlbusch;;67816;;Rheinland-Pfalz
Mühldorf;a. Inn;84453;8631;Bayern
Mühlen Eichsen;;19205;38871;Mecklenburg-Vorpommern
Mühlenbach;, Baden;77796;7832;Baden-Württemberg
Mühlenbarbek;;25548;4822;Schlewig-Holstein
Mühlenbeck;b Oranienburg;16567;33056;Brandenburg
Mühlenbeck;b Schwerin, Meckl;19075;38850;Mecklenburg-Vorpommern
Mühlenrade;;21493;4159;Schlewig-Holstein
Mühlenthal;, Sieg;57587;2742;Rheinland-Pfalz
Mühlhausen;, Kraichgau;69242;6222;Baden-Württemberg
Mühlhausen;im Täle;73347;7335;Baden-Württemberg
Mühlhausen;, Oberpf;92360;9185;Bayern
Mühlhausen;, Mittelfr;96172;9548;Bayern
Mühlhausen;/Thüringen;99974;3601;Thüringen
Mühlhausen-Ehingen;;78259;7733;Baden-Württemberg
Mühlheim;am Main;63165;6108;Hessen
Mühlheim;an der Donau;78570;7463;Baden-Württemberg
Mühlholz;b Abtsgmünd;73453;;Baden-Württemberg
Mühlhölzle;;73574;;Baden-Württemberg
Mühlingen;, Baden;78357;7775;Baden-Württemberg
Mühlpfad;;56291;6746;Rheinland-Pfalz
Mühlpoint;;83364;8666;Bayern
Mühlscheid;b Hermeskeil;54427;;Rheinland-Pfalz
Mühlstedt;;6862;34901;Sachsen-Anhalt
Mühltal;, Hess;64367;6151;Hessen
Mühltroff;;7919;36645;Sachsen
Mühlwand;;8468;3765;Sachsen
Muhr;a. See;91735;9831;Bayern
Mülbach;, Eifel;54636;6527;Rheinland-Pfalz
Mulda;;9619;37320;Sachsen
Muldenstein;;6804;3493;Sachsen-Anhalt
Mulfingen;, Ostalbkr;73575;7175;Baden-Württemberg
Mulfingen;, Jagst;74673;7938;Baden-Württemberg
Mülheim;an der Ruhr;45468;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45470;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45472;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45473;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45475;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45476;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45478;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45479;208;Nordrhein-Westfalen
Mülheim;an der Ruhr;45481;208;Nordrhein-Westfalen
Mülheim;(Mosel);54486;6534;Rheinland-Pfalz
Mülheim-Kärlich;;56218;2630;Rheinland-Pfalz
Müllenbach;b Adenau;53520;2692;Rheinland-Pfalz
Müllenbach;b Mayen;56761;2653;Rheinland-Pfalz
Müllheim;, Baden;79379;7631;Baden-Württemberg
Müllrose;;15299;33606;Brandenburg
Mülsen;;8132;37601;Sachsen
Mulsum;b Bremerhaven;27632;4742;Niedersachsen
Mülverstedt;;99947;36022;Thüringen
Münchberg;, Oberfr;95213;9251;Bayern
Müncheberg;;15374;33432;Brandenburg
Münchehofe;b Königs Wusterhausen;15748;33760;Brandenburg
Münchehofe, Mark;;15366;3342;Brandenburg
München;;80331;89;Bayern
München;;80333;89;Bayern
München;;80335;89;Bayern
München;;80336;89;Bayern
München;;80337;89;Bayern
München;;80339;89;Bayern
München;;80469;89;Bayern
München;;80538;89;Bayern
München;;80539;89;Bayern
München;;80634;89;Bayern
München;;80636;89;Bayern
München;;80637;89;Bayern
München;;80638;89;Bayern
München;;80639;89;Bayern
München;;80686;89;Bayern
München;;80687;89;Bayern
München;;80689;89;Bayern
München;;80796;89;Bayern
München;;80797;89;Bayern
München;;80798;89;Bayern
München;;80799;89;Bayern
München;;80801;89;Bayern
München;;80802;89;Bayern
München;;80803;89;Bayern
München;;80804;89;Bayern
München;;80805;89;Bayern
München;;80807;89;Bayern
München;;80809;89;Bayern
München;;80933;89;Bayern
München;;80935;89;Bayern
München;;80937;89;Bayern
München;;80939;89;Bayern
München;;80992;89;Bayern
München;;80993;89;Bayern
München;;80995;89;Bayern
München;;80997;89;Bayern
München;;80999;89;Bayern
München;;81241;89;Bayern
München;;81243;89;Bayern
München;;81245;89;Bayern
München;;81247;89;Bayern
München;;81249;89;Bayern
München;;81369;89;Bayern
München;;81371;89;Bayern
München;;81373;89;Bayern
München;;81375;89;Bayern
München;;81377;89;Bayern
München;;81379;89;Bayern
München;;81475;89;Bayern
München;;81476;89;Bayern
München;;81477;89;Bayern
München;;81479;89;Bayern
München;;81539;89;Bayern
München;;81541;89;Bayern
München;;81543;89;Bayern
München;;81545;89;Bayern
München;;81547;89;Bayern
München;;81549;89;Bayern
München;;81667;89;Bayern
München;;81669;89;Bayern
München;;81671;89;Bayern
München;;81673;89;Bayern
München;;81675;89;Bayern
München;;81677;89;Bayern
München;;81679;89;Bayern
München;;81735;89;Bayern
München;;81737;89;Bayern
München;;81739;89;Bayern
München;;81825;89;Bayern
